situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta,razon_exclusion,informe_inviabilidad_url
Final pero no detectada en mesa,Zona Sur 2,8543,Tráfico y seguridad en la Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8543,44,Transportes y movilidad | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 2,8550,Zona para juegos tradicionales y maquinas de gimnasio exterior para mayores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8550,16,,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Descartada por mesa y fuera de la final,Zona Este 1,8401,Centro Cívico – Biblioteca en el barrio Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8401,338,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8401
Descartada por mesa y fuera de la final,Zona Este 1,7974,Centro municipal deportivo en Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7974,265,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7974
Descartada por mesa y fuera de la final,Zona Este 1,7955,Centro cívico pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7955,254,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7955
Descartada por mesa y fuera de la final,Zona Este 1,8176,Piscina municial zona Pinar de Jalón - Arcas Reales - Hospital Nuevo,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8176,189,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8176
Descartada por mesa y fuera de la final,Zona Este 1,8360,Centro cívico con biblioteca en zona Ciudad de la Comunicación-Ariza-Cuarteles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8360,187,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8360
Descartada por mesa y fuera de la final,Zona Este 1,8400,CENTRO JOVEN ANTIGUOS CUARTELES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8400,162,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8400
Descartada por mesa y fuera de la final,Zona Este 1,7728,Biblioteca municipal Barrio Ariza-Cuarteles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7728,135,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona  por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7728
Descartada por mesa y fuera de la final,Zona Este 1,7616,Bandas reductoras de velocidad (badenes) en Pinar de Jalón,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7616,122,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida; no ejecutado por el Ayuntamiento.","Inadmitida por la mesa, señalando que no es ejecutado por el Ayuntamiento. 
La información municipal solicitada por la mesa de zona, está conforme con el criterio de la mesa.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7616
Descartada por mesa y fuera de la final,Zona Este 1,7668,PARKING GRATUITO DELICIAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7668,105,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7668
Descartada por mesa y fuera de la final,Zona Este 1,8292,Centro de Mayores (Mercadona Delicias),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8292,66,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8292
Descartada por mesa y fuera de la final,Zona Este 1,7829,AMPLIACION CENTRO VIDA ACTIVA ARCA REAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7829,50,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida; propuesta en ejecución.","Inadmitida por la mesa de zona argumentando que está en ejecución .
La información municipal, indica que  se está acometiendo parte de la ampliación. Reformar la totalidad de la nave que ocupaba anteriormente Mercadona supera el 1.050.000 euros.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7829
Descartada por mesa y fuera de la final,Zona Este 1,7911,Biblioteca infantil y juvenil,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7911,42,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7911
Descartada por mesa y fuera de la final,Zona Este 1,7858,Ascensor en la parte de Las Delicias del paso subterráneo de la Calle Panaderos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7858,37,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa de zona por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7858
Descartada por mesa y fuera de la final,Zona Este 1,8128,CONTENEDOR TAPONES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8128,30,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida; no ejecutado por el Ayuntamiento.","Inadmitida por la mesa de zona por no ser ejecutado por el Ayuntamiento.
La información municipal indica que el Servicio de Limpieza de Valladolid, responsable de la recogida de residuos, presta su servicio de acuerdo con la Ordenanza de Recogida Selectiva de Residuos Domésticos y de Limpieza viaria en la Ciudad de Valladolid”, en desarrollo de la Ley 7/2022, de 8 de abril, de residuos y suelos contaminados para una economía circular, siendo que la recogida de envases se hace en el contenedor amarillo, en el que deben depositarse los envases (incluidos los tapones), no existiendo, ni siendo obligatoria la recogida de tapones de manera diferenciada.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8128
Descartada por mesa y fuera de la final,Zona Este 1,8299,Centro de Mayores y Biblioteca,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8299,76,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 1, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8299
Descartada por mesa y fuera de la final,Zona Este 2,7657,7657-Reparar pista deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7657,5,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que la propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7657
Descartada por mesa y fuera de la final,Zona Este 2,7658,7658-cubrir pista deportiva,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7658,7,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que La propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7658
Descartada por mesa y fuera de la final,Zona Este 2,7672,7672-Equipar cancha de deportes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7672,7,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que La propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7672
Descartada por mesa y fuera de la final,Zona Este 2,7673,Pista deportiva de la calle azalea,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7673,10,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que La propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7673
Descartada por mesa y fuera de la final,Zona Este 2,7674,Canchas y limpieza del barrio las flores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7674,29,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que La propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7674
Descartada por mesa y fuera de la final,Zona Este 2,7692,Adecuar y arreglar las canchas del barrio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7692,18,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida/no viable.","Inadmitida por la mesa  argumentando  que no es viable.
La información municipal solicitada  considera que La propuesta no se considera admisible, pues :
- Parcela no incluida en el inventario municipal.
- Afección Carreteras. Parte de la pista está dentro del área de afección de carreteras. Cuando se finalicen y recepcionen las obras de ""humanización"" que se están haciendo, la VA-20 pasaría a ser municipal , solo en este momento  no sería necesario tener autorización del Ministerio de Transportes para poder actuar sobre ella.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7692
Descartada por mesa y fuera de la final,Zona Este 2,7694,Polideportivo con piscina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7694,18,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Este 2, pág. 4: inadmitida por importe superior a 1M.","Inadmitida por la mesa por superar 1,05 millones de €.
La información municipal indica que la  propuesta no se considera admisible pues  supone una inversión que supera el límite establecido de 1,05M€",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7694
Descartada por mesa y fuera de la final,Zona Pisuerga 2,7698,De Espacio Muerto a Pulmón Vivo:Transformación Integral de Parque Huerta del Rey,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7698,134,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 4: inadmitida; propuesta en ejecución.",Inadmitida por la mesa de zona debido a su ejecución prevista.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7698
Descartada por mesa y fuera de la final,Zona Pisuerga 2,7591,REPARACION DE TODAS LAS ACERAS DE LA ZONA VILLA DE PRADO AL LADO DE CALLE MIESES,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7591,62,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 4: inadmitida; propuesta en ejecución.","Inadmitida por la mesa debido a su ya ejecución o pendiente de ejecución.
La información municipal solicitada por la mesa de zona, indica que El volumen de todas las aceras dañadas por las raíces en esa zona, excede de 1,05 M€. Pero si se seleccionan una o dos calles, sería factible. Hay previsión de rehacer algunas aceras en otras zonas del barrio, con lo que no serían incompatibles. En cualquier caso, será necesario que el Serv. de Parques y Jardines corte un gran nº de importantes raíces y realice drásticas podas, o bien tale los árboles y los sustituya por especies menos dañinas y de menor porte.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7591
Descartada por mesa y fuera de la final,Zona Pisuerga 2,8413,Reparación de daños por el ascensor en Av. Contiendas,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8413,15,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 4: inadmitida; propuesta en ejecución.","Inadmitida por la mesa debido a su ya ejecución o pendiente de ejecución.
La información municipal señala que se entiende que se refieren a la Av. Contiendas, que ya ha sido reparada este pasado mes de marzo, con lo que debe quedar inadmitida.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8413
Descartada por mesa y fuera de la final,Zona Pisuerga 2,8125,Asfaltado y reducción velocidad en Avenida Contiendas,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8125,26,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Pisuerga 2, pág. 4: inadmitida; propuesta en ejecución.","Inadmitida por la mesa de zona  debido a su ya ejecución o pendiente de ejecución.
La información municipal señala que  se entiende que se refieren a la Av. Contiendas, que ya ha sido reparada este pasado mes de marzo, por lo que es conforme lo manifestado por la mesa de zona.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8125
Mesa pero no final,Zona Sur 2,7643,CREACIÓN DE PARQUE FELINO O GATODRÓMO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7643,60,Sin categoría,SI,,NO,Seleccionada / ratificada por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa.","La tendencia actual en la gestión de colonias felinas tiene como objetivo principal la reducción progresiva de su población y su eventual desaparición ética. Esto se logra mediante el método CER (Captura, Esterilización y Retorno), evitando el sacrificio y mejorando la convivencia urbana.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7643
Mesa pero no final,Zona Sur 2,8420,Rehabilitación antiguas piscinas Puente Duero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8420,50,Sin categoría,SI,,NO,Seleccionada / ratificada por la mesa,NO,alta (revisión visual acta completa),"Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa.","Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa",
